graph_id,graph_hash,m,n,sample_id,seed,delete_probability,probability_bucket_index,attempt_index,deleted_cross_edges,deleted_edge_count,num_edges,L,x_star_bits,x_star_index,mis_size,x_star_left_count,x_star_right_count
cklr_m4_s115_53093d5dadda5bbb,53093d5dadda5bbb,4,13,115,1409202393827597080,0.03,0,39,"[[3,0,0],[3,2,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s116_e7a9d77bfd144b99,e7a9d77bfd144b99,4,13,116,4257784240562008571,0.03,0,44,"[[3,2,0]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s117_9fe632cb50924868,9fe632cb50924868,4,13,117,2755965282456795480,0.03,0,46,"[[0,0,0],[3,0,2],[3,1,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s118_68dfa91c9a7b7e88,68dfa91c9a7b7e88,4,13,118,1153703765914634832,0.03,0,51,"[[2,0,2]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s119_8e34692dce0c99de,8e34692dce0c99de,4,13,119,1498831711365763584,0.03,0,55,"[[1,2,1]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s120_970fa153932026fe,970fa153932026fe,4,13,120,4001453473942201842,0.05,1,2,"[[0,1,1],[3,0,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s121_96cbc05810e19dc0,96cbc05810e19dc0,4,13,121,6283708757393870604,0.05,1,4,"[[2,1,1],[3,2,1],[3,2,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s122_1cbc34795eb66bd7,1cbc34795eb66bd7,4,13,122,2857629021668095602,0.05,1,5,"[[0,0,2],[2,0,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s123_05d965d78958c03b,05d965d78958c03b,4,13,123,1770833109287347767,0.05,1,7,"[[1,0,0],[1,2,2],[3,0,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s124_d491219ba4a81830,d491219ba4a81830,4,13,124,5827515002689631518,0.05,1,8,"[[0,1,1],[0,1,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s125_8c76aa19f9fae537,8c76aa19f9fae537,4,13,125,5883216756636483365,0.05,1,9,"[[1,0,2]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s126_fc50d06212c4d593,fc50d06212c4d593,4,13,126,4106340195591620995,0.05,1,12,"[[0,0,1],[1,2,1],[3,2,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s127_57bf1ca3161eddd9,57bf1ca3161eddd9,4,13,127,4722738732053798507,0.05,1,14,"[[2,0,0]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s128_8a51464220a503a3,8a51464220a503a3,4,13,128,7008525333662326060,0.05,1,15,"[[1,2,1],[2,2,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s129_1fbf2e7339d222b3,1fbf2e7339d222b3,4,13,129,749925208298887149,0.05,1,16,"[[1,2,0],[1,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s130_7d053f2b52af4fec,7d053f2b52af4fec,4,13,130,7765412945534608981,0.05,1,20,"[[0,2,0],[1,0,1],[2,1,0],[3,2,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s131_59745a944df086a0,59745a944df086a0,4,13,131,7523132599165340652,0.05,1,24,"[[3,0,0],[3,0,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s132_bd7cf6a5a8a8394e,bd7cf6a5a8a8394e,4,13,132,5516539964841779550,0.05,1,26,"[[1,0,1],[3,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s133_49e2d070398c11e1,49e2d070398c11e1,4,13,133,5308410317765084642,0.05,1,27,"[[1,0,1],[1,1,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s134_63cfcff7ce24d66b,63cfcff7ce24d66b,4,13,134,2236775397056829101,0.05,1,28,"[[0,1,0],[2,1,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s135_f0523fc2ef143076,f0523fc2ef143076,4,13,135,3829385598448775405,0.05,1,30,"[[1,1,1],[3,0,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s136_b141aae3a7876196,b141aae3a7876196,4,13,136,4106816630930580230,0.05,1,31,"[[0,2,2],[1,0,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s137_cc83a3d87c2702d4,cc83a3d87c2702d4,4,13,137,7071497974120902268,0.05,1,32,"[[0,0,2],[1,0,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s138_b9875de0056e48b7,b9875de0056e48b7,4,13,138,210982787355919051,0.05,1,34,"[[0,1,1],[1,1,2],[3,0,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s139_2b34a49cfcf55afa,2b34a49cfcf55afa,4,13,139,429109467522942271,0.05,1,35,"[[0,0,2],[1,2,0],[2,1,2],[3,2,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s140_c1880766e3812b19,c1880766e3812b19,4,13,140,6889069307841702228,0.07,2,2,"[[0,1,0],[3,0,2],[3,2,1],[3,2,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s142_4bffc73048efe39c,4bffc73048efe39c,4,13,142,7452751365699696366,0.07,2,5,"[[0,2,2],[1,0,1],[2,2,2],[3,0,0]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s143_add64d7ef6115ebe,add64d7ef6115ebe,4,13,143,4101546309045597447,0.07,2,6,"[[0,1,1],[1,2,0],[2,1,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s144_df16896ba0c40702,df16896ba0c40702,4,13,144,8090333098076744790,0.07,2,9,"[[1,1,1],[3,1,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s145_0e6863310f1f581d,0e6863310f1f581d,4,13,145,3569093134690002418,0.07,2,10,"[[1,1,1],[2,1,0],[2,2,2],[3,0,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s146_8693a23b8ccb5c5b,8693a23b8ccb5c5b,4,13,146,8356700978803569290,0.07,2,11,"[[0,1,2],[1,2,0],[2,1,2],[3,0,0],[3,0,2]]",5,40,689,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s147_8ea4135f491d725c,8ea4135f491d725c,4,13,147,3602745659493869943,0.07,2,12,"[[0,2,0],[2,2,0],[2,2,1],[3,0,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s148_c1f3f1bc155ec70f,c1f3f1bc155ec70f,4,13,148,3061895097071227949,0.07,2,13,"[[0,1,1],[1,0,2],[1,1,1],[2,2,0],[2,2,2],[3,0,0]]",6,39,676,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s149_6dfe20ac40815a01,6dfe20ac40815a01,4,13,149,8951420624316953231,0.07,2,14,"[[0,0,2],[0,2,0],[3,2,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s150_35eb3b1d14c3049a,35eb3b1d14c3049a,4,13,150,145752440616354030,0.07,2,15,"[[0,1,1],[0,1,2],[2,2,0]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s151_9a4f7c73c3f5d0a7,9a4f7c73c3f5d0a7,4,13,151,2277025078834749731,0.07,2,16,"[[0,2,2],[1,2,2],[2,1,0],[3,0,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s152_c70b1f269fcdec2a,c70b1f269fcdec2a,4,13,152,4260189861778340614,0.07,2,17,"[[3,1,2],[3,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s153_7d2913baeb5990ad,7d2913baeb5990ad,4,13,153,3684445732316919674,0.07,2,18,"[[0,0,0],[2,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s154_87cfd5755611c205,87cfd5755611c205,4,13,154,3265636321116827309,0.07,2,19,"[[0,0,1],[1,0,0],[3,2,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s155_90077ae22a463a99,90077ae22a463a99,4,13,155,8495757556951402742,0.07,2,20,"[[0,0,0],[0,0,2],[2,1,2],[3,1,0],[3,1,1]]",5,40,689,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s156_cf9e52728cbd41dd,cf9e52728cbd41dd,4,13,156,8148359283961289906,0.07,2,21,"[[2,0,2],[3,1,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s157_f468bcadd08933da,f468bcadd08933da,4,13,157,556392270882280561,0.07,2,22,"[[0,0,2],[2,2,0],[3,1,0]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s158_b1b846eb31e77c0c,b1b846eb31e77c0c,4,13,158,3098769083382775890,0.07,2,24,"[[0,2,1],[1,0,0],[1,2,1],[2,2,2],[3,0,2]]",5,40,689,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s159_7fdedd93398b8f8a,7fdedd93398b8f8a,4,13,159,5209478369066035359,0.07,2,25,"[[1,1,1],[2,0,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s160_84b78eebe7360aa5,84b78eebe7360aa5,4,13,160,5756387216078187253,0.07,2,26,"[[0,1,0],[2,0,2],[2,2,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s161_b76430121a0d7520,b76430121a0d7520,4,13,161,8920362577753996592,0.09,3,1,"[[0,1,0],[0,2,0],[0,2,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s162_cf2617508ba49c87,cf2617508ba49c87,4,13,162,6058640978338433136,0.09,3,2,"[[0,2,1],[1,0,1],[1,2,1],[2,1,0],[3,0,2]]",5,40,689,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s163_627ce13b47a0201e,627ce13b47a0201e,4,13,163,4755966772160836190,0.09,3,3,"[[0,1,2],[1,0,0],[1,0,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s164_8fa00f61ccdd7088,8fa00f61ccdd7088,4,13,164,5158302313365102087,0.09,3,4,"[[1,1,0],[1,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s165_40f1877aeed4f62f,40f1877aeed4f62f,4,13,165,7793049149124110830,0.09,3,6,"[[0,0,2],[2,1,1],[3,1,0],[3,1,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s166_f38ba9768c3247d5,f38ba9768c3247d5,4,13,166,764162841185503762,0.09,3,7,"[[1,1,2],[3,1,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s167_fc3b924a22204b9c,fc3b924a22204b9c,4,13,167,3426870032716137184,0.09,3,10,"[[0,1,0],[1,1,1],[3,1,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s168_b741cd86f5e049a1,b741cd86f5e049a1,4,13,168,2500087664398332344,0.09,3,11,"[[0,0,0],[1,1,0],[2,1,2],[3,0,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s169_97e3d451249c8d66,97e3d451249c8d66,4,13,169,2856466574155594688,0.09,3,14,"[[0,0,0],[1,1,2],[2,0,2],[3,1,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s171_cba5ed1994fdf980,cba5ed1994fdf980,4,13,171,3780071496850299198,0.09,3,17,"[[2,0,2],[3,1,0],[3,1,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s172_15d15504aeffe0e9,15d15504aeffe0e9,4,13,172,7401738954049950724,0.09,3,19,"[[0,0,2],[1,1,0],[2,0,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s173_1db605206b0880ec,1db605206b0880ec,4,13,173,4975514801142652801,0.09,3,20,"[[0,1,2],[2,0,2],[3,0,1],[3,2,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s174_098751ae8b39a8c3,098751ae8b39a8c3,4,13,174,5283078394976132639,0.09,3,21,"[[0,0,0],[0,1,0],[2,1,0],[3,2,0]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s175_b352b1979a3cb79b,b352b1979a3cb79b,4,13,175,4962333054723402441,0.09,3,22,"[[0,0,0],[1,0,1],[1,2,0],[1,2,2],[2,2,2]]",5,40,689,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s176_56d0be613c996b80,56d0be613c996b80,4,13,176,5214107072986826625,0.09,3,23,"[[0,1,1],[1,0,0],[1,0,2],[1,2,2],[3,1,2],[3,2,1]]",6,39,676,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s177_96d70a3e6b9af84f,96d70a3e6b9af84f,4,13,177,6593085304427977225,0.09,3,25,"[[1,1,2],[2,2,0],[2,2,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s178_9bfbea6d94754d91,9bfbea6d94754d91,4,13,178,4861326803622839402,0.09,3,27,"[[0,2,2],[2,0,0],[3,1,0]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s179_43992c8277ef7f57,43992c8277ef7f57,4,13,179,2354034842170805973,0.09,3,28,"[[0,1,2],[1,0,2],[2,2,0]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s180_2112ef0adbe8c60a,2112ef0adbe8c60a,4,13,180,3067281535177250130,0.09,3,29,"[[0,2,0],[2,2,2],[3,1,1],[3,2,2]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s181_a6c07e367a40af8d,a6c07e367a40af8d,4,13,181,3854210574869698854,0.09,3,30,"[[1,1,0],[3,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s182_c4ef188cbb4ef305,c4ef188cbb4ef305,4,13,182,2331173772215477178,0.11,4,1,"[[0,2,0],[2,1,2],[3,1,0],[3,1,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s183_1812e427e264908e,1812e427e264908e,4,13,183,4155661133489420083,0.11,4,2,"[[1,1,1],[2,1,1],[3,0,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s185_285c826dd5dfb525,285c826dd5dfb525,4,13,185,5140720002526520334,0.11,4,4,"[[0,2,1],[0,2,2],[1,1,0],[1,2,0]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s186_d2e5559dbf2c20e6,d2e5559dbf2c20e6,4,13,186,7810599772053275350,0.11,4,6,"[[2,0,2],[3,1,0],[3,1,2],[3,2,0]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s187_b641795a866beb0a,b641795a866beb0a,4,13,187,4649021208367670008,0.11,4,7,"[[0,0,1],[2,0,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s188_45ce12ce42f75fe3,45ce12ce42f75fe3,4,13,188,7427262603427921453,0.11,4,9,"[[0,0,2],[0,1,0],[1,1,0],[2,1,2],[3,0,1],[3,0,2],[3,2,2]]",7,38,663,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s190_dbed5b9a516f4b0e,dbed5b9a516f4b0e,4,13,190,7065898570348828164,0.11,4,11,"[[0,0,1]]",1,44,741,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s191_e10084a26773fad5,e10084a26773fad5,4,13,191,5946702502958965021,0.11,4,14,"[[0,0,2],[0,2,2],[1,2,1],[2,2,1],[2,2,2],[3,0,1]]",6,39,676,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s192_7edd51da3f54080d,7edd51da3f54080d,4,13,192,2202269720613727891,0.11,4,15,"[[0,0,2],[0,1,0],[0,1,2],[1,1,2],[1,2,1],[2,0,0],[3,2,0]]",7,38,663,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s195_3e59a2a25414bf92,3e59a2a25414bf92,4,13,195,5438148866915819531,0.11,4,18,"[[2,0,0],[2,0,1],[2,0,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s196_4eca566043db674b,4eca566043db674b,4,13,196,8142041938448151325,0.11,4,19,"[[0,0,2],[0,1,0],[0,1,2],[2,0,2],[2,1,0],[3,0,2],[3,1,0]]",7,38,663,"[1,0,1,1,0,0,1,1,0,0,0,0,0]",205,5,3,2
cklr_m4_s197_576c645708899db7,576c645708899db7,4,13,197,1514809219490840748,0.11,4,20,"[[2,0,0],[2,2,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s198_8120cdddd1842010,8120cdddd1842010,4,13,198,2077003060752057565,0.11,4,21,"[[0,1,2],[0,2,1]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s199_b4502863f6a8bc8b,b4502863f6a8bc8b,4,13,199,8756127848557089006,0.11,4,22,"[[0,1,0],[2,1,2]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s200_5923be1840d3297e,5923be1840d3297e,4,13,200,2974972014003212360,0.11,4,24,"[[1,0,0],[1,2,1],[2,2,1],[2,2,2],[3,1,0],[3,1,1],[3,2,2]]",7,38,663,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s202_2ce60fe419a4a229,2ce60fe419a4a229,4,13,202,7707588768102947384,0.11,4,26,"[[1,0,2],[1,1,0],[2,1,2]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s203_a71247208551b0f3,a71247208551b0f3,4,13,203,6444555923870363056,0.11,4,27,"[[0,1,1],[1,0,2],[2,2,1]]",3,42,715,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s204_2fcd4f072ee439c9,2fcd4f072ee439c9,4,13,204,3209777373859774541,0.11,4,28,"[[0,0,2],[0,2,2],[1,1,2],[1,2,1],[2,0,0],[3,1,2]]",6,39,676,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s205_0629011cb88512f5,0629011cb88512f5,4,13,205,8653462812338952391,0.11,4,29,"[[0,2,0],[3,2,0]]",2,43,728,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m4_s207_2064e71ba380ea8f,2064e71ba380ea8f,4,13,207,7609912848499056932,0.11,4,31,"[[0,0,1],[1,2,0],[2,0,0],[2,2,1]]",4,41,702,"[1,1,1,1,0,0,0,0,0,0,0,0,0]",15,4,4,0
cklr_m5_s00_eaa2a168cb3c4482,eaa2a168cb3c4482,5,17,0,6356309596956190214,0.03,0,1,"[[0,3,2],[4,3,2]]",2,70,1479,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s01_95421a2668d990b1,95421a2668d990b1,5,17,1,7888579638662552827,0.03,0,2,"[[2,3,0]]",1,71,1496,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s02_bec3d8f6a3c2042f,bec3d8f6a3c2042f,5,17,2,9048678670329936310,0.03,0,3,"[[0,0,2],[0,3,1],[2,1,0],[2,2,1],[3,3,0]]",5,67,1428,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s03_1ec32987bec07aba,1ec32987bec07aba,5,17,3,4004897064624181704,0.03,0,5,"[[4,0,1]]",1,71,1496,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s04_159833ef297e57e8,159833ef297e57e8,5,17,4,7475158760945393659,0.05,1,1,"[[0,1,1],[2,0,1],[3,0,0],[3,2,1],[4,3,0]]",5,67,1428,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s05_d63293923d47a99f,d63293923d47a99f,5,17,5,8067624773555978960,0.05,1,2,"[[1,1,1],[2,1,2],[2,2,0]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s06_c3ee6258357f5a51,c3ee6258357f5a51,5,17,6,7428217596496492426,0.05,1,3,"[[0,0,2],[0,3,1],[1,0,1],[1,1,2],[1,3,1],[2,0,1],[2,0,2],[2,3,1],[4,1,1],[4,2,1]]",10,62,1343,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s07_05de6170a7cf1290,05de6170a7cf1290,5,17,7,6013812043960522342,0.05,1,4,"[[0,3,1],[4,1,0]]",2,70,1479,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s08_2e724e01f1f6198e,2e724e01f1f6198e,5,17,8,6893591256146390528,0.07,2,1,"[[0,1,0],[0,2,0],[3,1,1],[4,2,0],[4,3,1],[4,3,2]]",6,66,1411,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s09_69417e5777eee9de,69417e5777eee9de,5,17,9,7440890697009411282,0.07,2,2,"[[1,2,2],[2,3,0],[4,2,0]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s10_8b93b70862c705d8,8b93b70862c705d8,5,17,10,2054798949436325572,0.07,2,3,"[[0,2,0],[1,1,2],[1,2,1],[2,0,0],[2,1,0],[2,1,2],[3,1,0],[4,2,2]]",8,64,1377,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s11_094ddf5c5e11be5c,094ddf5c5e11be5c,5,17,11,1754290505684623336,0.07,2,4,"[[2,2,2],[3,1,2],[3,3,1],[4,2,1],[4,2,2]]",5,67,1428,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s12_12ab36ae91769ff5,12ab36ae91769ff5,5,17,12,1476749381702377623,0.09,3,1,"[[0,2,0],[2,2,0],[4,0,0],[4,2,1]]",4,68,1445,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s13_b4dc9c1063dcadb4,b4dc9c1063dcadb4,5,17,13,5092690904594871772,0.09,3,2,"[[0,0,0],[2,0,1]]",2,70,1479,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s14_50fd29a68adac17f,50fd29a68adac17f,5,17,14,5491080998024983580,0.09,3,3,"[[0,1,1],[1,2,0],[4,3,1]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s15_328b055efa7699b8,328b055efa7699b8,5,17,15,2522136300131565125,0.09,3,4,"[[0,2,0],[1,1,1],[2,3,1],[3,3,2],[4,1,0]]",5,67,1428,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s16_e24dce2a2ac0afb5,e24dce2a2ac0afb5,5,17,16,954112101505783202,0.11,4,1,"[[0,2,0],[1,2,0],[1,2,1]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s17_3f7f22b74955926b,3f7f22b74955926b,5,17,17,1023102099891705358,0.11,4,2,"[[3,2,0]]",1,71,1496,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s18_56346b25728d74e0,56346b25728d74e0,5,17,18,1216128793028706196,0.11,4,3,"[[0,3,1],[3,3,2],[4,2,1]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s19_84591dd2df33a4da,84591dd2df33a4da,5,17,19,4408985856775751471,0.11,4,4,"[[0,3,2],[1,0,1],[1,2,0],[2,2,1],[4,0,2]]",5,67,1428,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s20_81e756b3a89d28e0,81e756b3a89d28e0,5,17,20,2338126561085981450,0.03,0,1,"[[3,0,2]]",1,71,1496,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s21_259cf651fd4f7da8,259cf651fd4f7da8,5,17,21,2420921784059275480,0.03,0,3,"[[0,2,1],[2,2,1],[3,2,2]]",3,69,1462,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s22_fb5c1aa3e5a52a1d,fb5c1aa3e5a52a1d,5,17,22,759625807577209337,0.03,0,4,"[[0,2,1],[1,0,0],[1,3,1],[3,0,0]]",4,68,1445,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
cklr_m5_s23_d22f443af1ba3173,d22f443af1ba3173,5,17,23,2335310744118116457,0.03,0,5,"[[1,3,1],[4,2,2]]",2,70,1479,"[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]",31,5,5,0
